,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Mirnyy,RU,62.5353,113.9611,20.32,89,100,11.07,light snow
450,Tazmalt,DZ,36.3868,4.3989,63.12,42,100,2.28,overcast clouds
451,Komsomolskiy,UZ,40.4272,71.7189,51.22,57,17,4.61,few clouds
452,Shaoguan,CN,24.8,113.5833,62.82,82,100,4.25,overcast clouds
453,Tilichiki,RU,60.4667,166.1,21.52,85,100,16.44,light snow
454,Cascais,PT,38.6979,-9.4215,68.05,40,67,1.01,broken clouds
455,Seymchan,RU,62.8833,152.4333,16.29,67,84,14.74,broken clouds
456,Antalaha,MG,-14.9003,50.2788,68.38,86,1,6.91,light rain
457,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.59,87,90,3.44,overcast clouds
458,Nara,JP,34.6851,135.8049,70.97,66,2,1.92,clear sky
459,Sakakah,SA,29.9697,40.2064,78.37,16,1,4.27,clear sky
460,Concepcion Del Oro,MX,24.6333,-101.4167,75.9,29,39,5.23,scattered clouds
461,Ambon,ID,-3.6954,128.1814,78.94,94,20,6.91,few clouds
462,Libreville,GA,0.3925,9.4537,80.62,89,40,12.66,light rain
463,Fallon,US,39.4735,-118.7774,65.43,22,20,3.44,few clouds
464,Aksha,RU,50.2814,113.2867,16.84,56,7,4.83,clear sky
465,Hoquiam,US,46.9809,-123.8893,63.54,44,90,14.97,overcast clouds
466,Gambela,ET,8.25,34.5833,70.63,85,50,4.18,scattered clouds
467,Aktau,KZ,43.65,51.2,48.78,34,1,12.08,clear sky
468,Port-Cartier,CA,50.0334,-66.8654,50.22,91,100,6.62,overcast clouds
469,Gouyave,GD,12.1646,-61.7296,83.17,84,20,16.11,few clouds
470,Kuusamo,FI,65.9667,29.1833,41.04,93,90,13.8,overcast clouds
471,Kieta,PG,-6.2167,155.6333,82.31,79,100,3.62,moderate rain
472,Khandbari,NP,27.3747,87.2039,68.61,63,8,4.7,clear sky
473,Tommot,RU,58.9564,126.2925,18.54,89,100,4.45,overcast clouds
474,Buta,CD,2.7858,24.73,69.55,100,100,0.89,overcast clouds
475,Strezhevoy,RU,60.7333,77.5889,37.38,93,99,7.76,overcast clouds
476,Yarkovo,RU,57.4028,67.0786,43.68,74,42,9.6,scattered clouds
477,Rapid City,US,44.0805,-103.231,53.49,35,1,13.0,clear sky
478,Chik,RU,54.9928,82.4311,31.17,100,0,4.47,clear sky
479,Diffa,NE,13.3154,12.6113,82.72,52,40,5.37,scattered clouds
480,Yazykovo,RU,55.2199,56.1353,47.41,69,97,10.27,light rain
481,Kahului,US,20.8947,-156.47,83.46,78,40,20.71,scattered clouds
482,Turukhansk,RU,65.8167,87.9833,22.46,98,68,2.42,broken clouds
483,Vanimo,PG,-2.6741,141.3028,81.23,85,48,6.71,scattered clouds
484,Tiznit,MA,29.5833,-9.5,72.81,35,0,2.55,clear sky
485,Acapulco,MX,16.8634,-99.8901,87.62,74,40,6.91,scattered clouds
486,San Benito Abad,CO,8.929,-75.0271,78.51,92,98,6.85,overcast clouds
487,Kiama,AU,-34.6833,150.8667,61.38,59,78,23.26,light rain
488,Nederland,US,29.9744,-93.9924,87.84,77,75,9.22,broken clouds
489,Champerico,GT,14.3,-91.9167,83.35,75,29,5.1,scattered clouds
490,Pasighat,IN,28.0667,95.3333,74.71,78,41,3.69,scattered clouds
491,Mirador,BR,-6.3708,-44.3631,80.37,61,44,0.69,scattered clouds
492,Kalmunai,LK,7.4167,81.8167,79.34,76,34,6.22,scattered clouds
493,Kaduqli,SD,11.0167,29.7167,76.15,72,19,3.56,few clouds
494,Katherine,AU,-14.4667,132.2667,84.52,58,43,8.05,scattered clouds
495,Praya,CV,14.9215,-23.5087,77.54,78,20,11.5,few clouds
496,Margate,GB,51.3813,1.3862,51.96,65,10,4.85,clear sky
497,Muros,ES,42.7762,-9.0603,60.24,89,93,4.09,overcast clouds
498,Baculin,PH,7.4525,126.5842,80.96,81,45,1.39,scattered clouds
499,Goya,AR,-29.14,-59.2626,60.98,46,1,9.75,clear sky
500,Stettler,CA,52.3168,-112.7186,53.35,35,90,6.91,overcast clouds
501,Mayo,US,38.8876,-76.5119,78.4,84,1,1.99,clear sky
502,Aktash,RU,50.3,87.7333,11.77,80,4,5.01,clear sky
503,Bonthe,SL,7.5264,-12.505,77.58,87,84,4.47,moderate rain
504,Richards Bay,ZA,-28.783,32.0377,76.8,60,4,9.75,clear sky
505,Melo,UY,-32.3667,-54.1833,50.23,74,86,12.84,overcast clouds
506,Kamaishi,JP,39.2667,141.8833,56.17,89,100,6.82,overcast clouds
507,Uglovskoye,RU,51.3557,80.1942,33.73,85,5,6.04,clear sky
508,Deputatskiy,RU,69.3,139.9,-2.72,100,100,1.68,overcast clouds
509,Motril,ES,36.7507,-3.5179,67.82,65,45,4.36,scattered clouds
510,Ekibastuz,KZ,51.6667,75.3667,36.48,72,11,6.4,few clouds
511,Doha,QA,25.2867,51.5333,84.18,84,0,5.75,clear sky
512,Asau,RO,46.4333,26.4,49.75,91,100,1.5,light rain
513,Russell,US,32.3502,-85.1999,87.08,73,1,0.0,clear sky
514,Gwadar,PK,25.1216,62.3254,81.79,33,0,5.86,clear sky
515,Aklavik,CA,68.2191,-135.0107,26.6,86,90,4.61,shower rain
516,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,57.25,93,100,20.92,overcast clouds
517,Wagga Wagga,AU,-35.1167,147.3667,50.59,100,90,17.27,overcast clouds
518,Lucapa,AO,-8.4192,20.7447,70.02,85,93,3.11,overcast clouds
519,Gamba,GA,-2.65,10.0,76.42,87,100,8.16,overcast clouds
520,Mareeba,AU,-17.0,145.4333,85.32,75,41,3.29,scattered clouds
521,Gazalkent,UZ,41.5581,69.7708,46.76,29,4,6.8,clear sky
522,Alibag,IN,18.6411,72.8792,82.47,69,96,4.85,overcast clouds
523,Tuatapere,NZ,-46.1333,167.6833,57.36,52,97,6.26,overcast clouds
524,Niquelandia,BR,-14.4739,-48.4597,79.36,57,64,2.75,broken clouds
525,Oleksandrivka,UA,48.9634,32.2349,45.23,63,24,6.26,few clouds
526,Port Arthur,CN,38.8,121.2667,43.02,47,96,29.06,overcast clouds
527,Usakos,NA,-22.0,15.6,58.86,38,1,4.99,clear sky
528,Syracuse,IT,37.0881,15.2792,58.62,59,9,8.72,clear sky
529,Haines Junction,CA,60.7522,-137.5108,36.28,66,100,5.19,overcast clouds
530,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,94,20,0.98,few clouds
531,Bluefield,US,37.2698,-81.2223,74.7,49,1,8.05,clear sky
532,Lata,PT,40.1629,-8.3327,61.92,76,83,0.96,broken clouds
533,Nouakchott,MR,18.0858,-15.9785,84.07,50,84,10.6,broken clouds
534,Peddapuram,IN,17.0833,82.1333,75.4,94,100,0.85,heavy intensity rain
535,Cizre,TR,37.3272,42.1903,76.51,32,30,3.11,scattered clouds
536,Pierre,US,44.3683,-100.351,58.05,37,20,11.99,few clouds
537,Karasjok,NO,69.4719,25.5112,32.11,91,100,9.26,light snow
538,Vagamo,NO,61.8751,9.0967,30.09,86,54,5.23,broken clouds
539,Rajpura,IN,30.4831,76.595,72.84,41,0,2.44,clear sky
540,Ponta Delgada,PT,37.7333,-25.6667,68.72,83,20,8.05,few clouds
541,Hrodna,BY,53.6884,23.8258,48.36,88,100,14.45,light rain
542,Turka,UA,49.1541,23.0297,40.95,79,7,4.61,clear sky
543,Tsumeb,NA,-19.2333,17.7167,80.15,19,2,11.48,clear sky
544,Luzhou,CN,28.8724,105.4405,56.57,90,100,4.52,light rain
545,Tete,MZ,-16.1564,33.5867,87.89,40,0,4.61,clear sky
546,Makkaveyevo,RU,51.7533,113.9454,16.52,78,19,3.56,few clouds
547,Port Macquarie,AU,-31.4333,152.9167,69.89,37,0,11.3,clear sky
548,Cheremisinovo,RU,51.8855,37.2646,33.91,77,44,7.43,scattered clouds
549,Saint-Joseph,RE,-21.3667,55.6167,71.98,77,21,13.09,few clouds
550,Pokrovsk,UA,48.282,37.1758,48.72,54,99,7.27,overcast clouds
551,Igra,RU,57.5558,53.0547,42.51,80,100,11.97,light rain
552,High Rock,BS,26.6208,-78.2833,80.62,64,100,9.4,overcast clouds
553,Olafsvik,IS,64.8945,-23.7142,43.02,80,90,10.63,overcast clouds
554,Muisne,EC,0.6,-80.0333,78.91,84,93,10.13,overcast clouds
555,Caravelas,BR,-17.7125,-39.2481,76.89,83,75,10.78,broken clouds
556,Kawalu,ID,-7.3817,108.2082,72.3,93,100,0.54,overcast clouds
557,Almaznyy,RU,48.0448,40.045,46.54,55,100,6.8,overcast clouds
558,Cairns,AU,-16.9167,145.7667,89.94,78,65,4.61,broken clouds
559,Zyryanka,RU,65.75,150.85,15.67,87,99,8.39,overcast clouds
560,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,100,75,6.71,light rain
561,Changde,CN,29.0464,111.6783,56.52,86,100,19.06,overcast clouds
562,Abu Samrah,SY,35.3029,37.1841,68.31,48,3,5.82,clear sky
563,Doka,SD,13.5167,35.7667,75.15,67,1,4.36,clear sky
564,Samarai,PG,-10.6167,150.6667,80.42,77,99,2.57,overcast clouds
565,Vao,NC,-22.6667,167.4833,71.46,78,66,13.67,broken clouds
566,Broken Hill,AU,-31.95,141.4333,53.31,71,6,16.11,clear sky
567,Ilo,PE,-17.6394,-71.3375,60.71,83,27,7.09,scattered clouds
568,Wadi Musa,JO,30.3222,35.4793,67.64,50,38,4.99,scattered clouds
569,Tynda,RU,55.1667,124.7167,17.55,60,53,8.72,broken clouds
570,Kosh-Agach,RU,50.0,88.6667,9.66,86,5,3.38,clear sky
571,Daoukro,CI,7.0591,-3.9631,72.7,95,39,3.09,scattered clouds
572,Nautla,MX,20.2167,-96.7833,83.98,69,53,8.12,broken clouds
573,Zhuhai,CN,22.2769,113.5678,79.05,88,40,12.66,scattered clouds
574,Riyadh,SA,24.6877,46.7219,77.14,18,0,7.0,clear sky
575,San Martin Jilotepeque,GT,14.7878,-90.7925,66.18,87,60,2.95,broken clouds
576,Chirongui,YT,-12.9319,45.1483,78.73,81,10,5.08,light rain
577,Vryburg,ZA,-26.9566,24.7284,66.63,22,43,8.3,scattered clouds
578,Tottori,JP,35.5,134.2333,62.67,94,75,3.44,broken clouds
579,Bin Qirdan,TN,33.1378,11.2197,64.4,40,0,9.51,clear sky
580,La Orilla,MX,17.9833,-102.2333,84.7,74,22,5.3,few clouds
581,Welkom,ZA,-27.9864,26.7066,61.36,18,43,4.34,scattered clouds
582,Kailua,US,21.4022,-157.7394,85.98,68,20,12.66,few clouds
583,Votice,CZ,49.6401,14.6381,47.8,84,84,5.1,broken clouds
584,Morro Bay,US,35.3658,-120.8499,89.11,34,0,5.01,clear sky
585,Brae,GB,60.3964,-1.353,48.11,75,99,25.5,overcast clouds
586,Pacific Grove,US,36.6177,-121.9166,89.62,27,1,3.0,clear sky
587,Ibirama,BR,-27.0569,-49.5178,68.31,100,100,1.77,light rain
588,Itarema,BR,-2.9248,-39.9167,79.83,83,89,16.24,overcast clouds
589,Prince George,CA,53.9166,-122.753,55.26,60,40,1.01,scattered clouds
590,Lazarev,RU,52.225,141.5131,29.91,73,32,5.53,scattered clouds
591,Sibolga,ID,1.7427,98.7792,75.6,77,73,3.67,broken clouds
592,Jorpeland,NO,59.0225,6.0408,50.74,51,100,27.31,overcast clouds
593,Champasak,LA,14.75,106.0,72.68,100,100,0.65,moderate rain
594,Tuy Hoa,VN,13.0833,109.3,76.26,94,100,7.43,heavy intensity rain
595,Rawatsar,IN,29.2833,74.3833,76.41,21,0,2.46,clear sky
596,Mackay,AU,-21.15,149.2,82.69,33,3,5.75,clear sky
597,Sembe,CG,1.6481,14.5806,69.62,97,98,1.1,overcast clouds
598,Kirensk,RU,57.7853,108.1119,24.1,92,100,14.29,snow
599,Assare,BR,-6.8744,-39.875,83.5,30,43,3.13,scattered clouds
600,Fukiage,JP,36.1,139.45,72.9,77,100,6.13,overcast clouds
601,Javanrud,IR,34.7961,46.5172,63.3,39,52,3.91,broken clouds
602,Aksarka,RU,66.5606,67.7975,36.23,90,100,7.36,overcast clouds
603,Puerto Penasco,MX,31.3167,-113.5333,88.92,14,0,5.01,clear sky
604,Boa Vista,BR,2.8197,-60.6733,91.38,46,20,8.05,few clouds
605,Neuquen,AR,-38.9516,-68.0591,66.09,27,0,2.3,clear sky
606,Misratah,LY,32.3754,15.0925,68.61,53,67,17.16,broken clouds
607,Atherton,GB,53.5237,-2.4935,47.75,82,37,1.01,scattered clouds
608,Pirovskoye,RU,57.6267,92.2658,29.14,74,93,5.28,overcast clouds
609,Poyarkovo,RU,49.6,128.6833,24.44,93,100,18.88,light snow
610,Truth Or Consequences,US,33.1284,-107.2528,68.92,16,1,10.36,clear sky
611,Sri Aman,MY,1.2376,111.4621,75.25,94,100,0.0,overcast clouds
612,Kananga,CD,-5.8958,22.4178,68.56,97,98,4.09,overcast clouds
613,Kewanee,US,41.2456,-89.9248,60.48,57,100,5.64,overcast clouds
614,San Pedro De Macoris,DO,18.4616,-69.2972,84.49,80,92,3.87,overcast clouds
615,Saint-Pierre,RE,-21.3393,55.4781,73.08,81,40,20.71,scattered clouds
616,Loei,TH,17.4167,101.5,63.99,100,100,2.98,overcast clouds
617,Kendari,ID,-3.945,122.4989,79.02,90,100,0.2,overcast clouds
618,Banepa,NP,27.6298,85.5214,64.72,100,20,2.3,few clouds
619,Ulladulla,AU,-35.35,150.4667,59.9,58,90,16.35,light rain
620,Otjiwarongo,NA,-20.4637,16.6477,62.01,31,2,11.1,clear sky
621,Nizhniy Odes,RU,63.6445,54.856,41.79,91,100,8.84,overcast clouds
622,Kusu,JP,33.2831,131.1514,65.97,67,8,2.95,clear sky
623,Udachnyy,RU,66.4167,112.4,17.96,95,100,10.04,overcast clouds
624,Valdosta,US,30.8327,-83.2785,84.61,57,40,4.61,scattered clouds
625,Korla,CN,41.7597,86.1469,48.34,40,0,6.24,clear sky
626,Nuuk,GL,64.1835,-51.7216,36.21,93,2,14.97,clear sky
627,Bubaque,GW,11.2833,-15.8333,83.86,73,3,10.11,clear sky
628,Port-Gentil,GA,-0.7193,8.7815,78.76,83,40,11.5,scattered clouds
629,Chabahar,IR,25.2919,60.643,79.7,49,0,3.85,clear sky
630,Havoysund,NO,70.9963,24.6622,36.48,70,100,11.25,overcast clouds
631,Velikovechnoye,RU,44.934,39.755,50.5,64,18,3.44,few clouds
632,Parnu-Jaagupi,EE,58.6105,24.5069,43.72,71,93,11.52,overcast clouds
633,Sidney,AU,-33.8679,151.2073,66.34,49,75,7.0,broken clouds
634,Kohlu,PK,29.8962,69.252,62.02,13,0,2.1,clear sky
635,Sobolevo,RU,54.4299,31.8996,43.48,76,98,14.45,overcast clouds
636,Felipe Carrillo Puerto,MX,19.5833,-88.05,82.31,69,37,5.12,scattered clouds
637,Funadhoo,MV,6.15,73.2667,82.04,79,79,27.49,moderate rain
638,Evansville,US,37.9748,-87.5558,77.05,78,75,3.44,broken clouds
639,Boddam,GB,57.4667,-1.7833,43.18,59,90,12.12,overcast clouds
640,Shibata,JP,37.95,139.3333,63.82,100,75,13.8,broken clouds
641,Fortuna,US,40.5982,-124.1573,64.85,69,1,4.0,clear sky
642,Kushiro,JP,42.975,144.3747,45.55,81,75,0.0,broken clouds
643,Deming,US,32.2687,-107.7586,71.78,12,1,14.97,clear sky
644,Parfenyevo,RU,58.484,43.4088,37.29,91,44,8.32,scattered clouds
645,Bandarbeyla,SO,9.4942,50.8122,78.15,82,3,9.46,clear sky
646,Amethi,IN,26.15,81.8167,76.77,59,8,1.43,clear sky
647,Pacifica,US,37.6138,-122.4869,87.03,33,20,3.44,few clouds
648,Mugur-Aksy,RU,50.35,90.5,10.92,87,21,6.11,few clouds
649,Murray Bridge,AU,-35.1167,139.2667,57.43,60,98,12.41,overcast clouds
650,Hay River,CA,60.8156,-115.7999,46.38,57,75,5.75,broken clouds
651,Gladstone,AU,-23.85,151.25,79.79,33,0,4.61,clear sky
652,Inuvik,CA,68.3499,-133.7218,26.64,93,75,5.75,broken clouds
653,Yabelo,ET,4.8833,38.0833,60.87,72,59,5.19,broken clouds
654,Calamar,CO,10.2511,-74.9146,87.75,89,96,7.7,overcast clouds
655,Ucluelet,CA,48.9329,-125.5528,58.08,94,100,1.01,light rain
656,Prince Rupert,CA,54.3161,-130.3201,47.89,71,100,2.3,overcast clouds
657,Balykshi,KZ,47.0667,51.8667,41.0,42,0,8.95,clear sky
658,Zabol,AF,32.25,67.25,49.95,15,0,3.53,clear sky
659,Quatre Cocos,MU,-20.2078,57.7625,70.09,78,52,17.0,light rain
660,Kloulklubed,PW,7.0419,134.2556,79.3,72,48,3.18,scattered clouds
661,Zhanakorgan,KZ,43.9098,67.2495,48.29,39,0,5.64,clear sky
662,Wau,SS,7.7029,27.9953,72.28,85,39,2.21,scattered clouds
663,Imbituba,BR,-28.24,-48.6703,69.82,96,100,6.49,overcast clouds
664,Mwense,ZM,-10.3845,28.698,74.71,56,89,3.38,overcast clouds
665,Lavrentiya,RU,65.5833,-171.0,26.74,76,91,8.21,overcast clouds
666,Howard Springs,AU,-12.497,131.047,85.82,95,100,5.14,overcast clouds
667,Santiago,CL,-33.4569,-70.6483,69.24,28,0,8.05,clear sky
668,Libertador General San Martin,AR,-23.8064,-64.7876,62.94,57,84,1.61,broken clouds
669,Manjo,CM,4.8428,9.8217,69.93,99,98,1.32,moderate rain
670,Gat,IL,31.61,34.7642,72.39,67,66,5.1,broken clouds
671,Hualmay,PE,-11.0964,-77.6139,64.33,83,29,9.15,scattered clouds
672,Kondinskoye,RU,59.6481,67.41,43.18,77,33,13.22,scattered clouds
673,Labuan,MY,5.2767,115.2417,79.16,83,20,0.0,few clouds
674,Muzhi,RU,65.3667,64.6667,37.83,88,100,7.34,overcast clouds
675,Cuamba,MZ,-14.8031,36.5372,75.94,48,20,6.26,few clouds
